OrderID,Date,ProductID,Region,Quantity,UnitPrice
1077,2024-09-17,P01,South,1,220
1078,2024-08-19,P02,North,4,160
1079,2024-05-16,P01,South,3,190
1080,2024-12-23,P02,South,2,160
1081,2024-10-24,P02,East,9,164
1082,2024-08-17,P01,South,4,218
1083,2024-04-02,P01,East,9,200
1084,2024-06-04,P02,North,6,131
1085,2024-11-27,P02,North,7,136
1086,2024-10-22,P01,West,4,216
1087,2024-05-20,P02,South,4,170
1088,2024-01-08,P02,North,6,155
1089,2024-09-13,P03,South,7,311
1090,2024-03-24,P03,South,6,281
1091,2024-04-28,P02,North,6,155
1092,2024-08-10,P01,East,4,189
1093,2024-12-23,P01,West,10,213
1094,2024-09-21,P02,South,2,142
1095,2024-03-23,P03,West,1,291
1096,2024-10-23,P02,South,1,167
1097,2024-04-06,P03,West,3,291
1098,2024-09-18,P03,North,7,314
1099,2024-01-24,P01,South,9,206
1100,2024-04-22,P03,East,3,289
1101,2024-03-17,P03,South,10,292
1102,2024-12-26,P03,North,10,299
1103,2024-12-12,P02,West,1,136
1104,2024-07-28,P03,North,3,296
1105,2024-10-22,P02,East,10,147
1106,2024-12-04,P01,North,10,207
1107,2024-08-08,P01,South,6,203
1108,2024-12-02,P01,East,7,188
1109,2024-05-24,P03,West,9,293
1110,2024-01-03,P02,South,1,145
1111,2024-12-01,P02,East,9,151
1112,2024-03-09,P02,East,10,169
1113,2024-03-21,P03,South,10,305
1114,2024-09-07,P03,West,10,281
1115,2024-04-27,P01,North,8,181
1116,2024-01-17,P01,West,3,181
1117,2024-04-25,P02,West,1,145
1118,2024-04-22,P03,West,4,314
1119,2024-06-04,P01,East,2,200
1120,2024-12-17,P02,South,4,145
1121,2024-02-15,P03,South,3,305
1122,2024-09-19,P02,South,6,160
1123,2024-07-11,P02,South,7,150
1124,2024-07-21,P02,West,6,138
1125,2024-05-24,P03,West,1,301
1126,2024-01-08,P01,West,9,199
1127,2024-01-21,P02,East,3,164
1128,2024-01-19,P02,North,7,150
1129,2024-06-20,P01,West,10,210
1130,2024-05-18,P03,South,3,285
1131,2024-07-05,P03,West,1,293
1132,2024-07-06,P03,West,1,304
1133,2024-04-22,P01,East,2,214
1134,2024-04-08,P01,West,6,212
1135,2024-01-01,P01,West,8,212
1136,2024-02-09,P03,North,1,290
1137,2024-01-24,P03,North,4,309
1138,2024-11-13,P03,North,10,293
1139,2024-12-22,P03,West,5,308
1140,2024-01-05,P03,North,3,313
1141,2024-09-04,P02,North,10,137
1142,2024-03-12,P01,East,8,187
1143,2024-01-18,P01,North,6,218
1144,2024-05-07,P01,West,9,182
1145,2024-10-04,P03,South,3,306
1146,2024-04-01,P02,West,1,142
1147,2024-12-21,P03,South,6,310
1148,2024-11-16,P01,South,10,183
1149,2024-10-03,P01,West,7,211
1150,2024-02-07,P03,West,8,297
1151,2024-06-24,P03,West,5,311
1152,2024-09-19,P01,South,2,204
1153,2024-09-18,P01,East,3,199
1154,2024-06-03,P02,South,5,153
1155,2024-12-09,P03,North,8,314
1156,2024-09-07,P03,South,7,317
1157,2024-04-07,P01,South,9,214
1158,2024-10-05,P01,North,5,184
1159,2024-03-05,P03,North,6,286
1160,2024-10-27,P02,South,2,138
1161,2024-02-13,P03,East,6,317
1162,2024-09-12,P03,East,6,287
1163,2024-09-08,P02,East,5,156
1164,2024-07-13,P03,West,1,293
1165,2024-02-25,P01,East,3,212
1166,2024-11-16,P02,East,10,133
1167,2024-09-11,P02,North,8,168
1168,2024-08-17,P02,South,3,148
1169,2024-10-02,P02,West,2,161
1170,2024-12-13,P02,East,8,156
1171,2024-02-18,P03,East,4,286
1172,2024-07-05,P01,North,9,193
1173,2024-04-03,P01,South,8,180
1174,2024-10-01,P01,North,2,198
1175,2024-06-16,P03,North,9,289
1176,2024-10-28,P02,East,9,134
1177,2024-08-08,P01,North,10,212
1178,2024-02-23,P03,South,1,292
1179,2024-09-01,P02,North,4,146
1180,2024-06-05,P02,North,8,168
1181,2024-12-04,P02,East,5,159
1182,2024-04-06,P02,South,10,170
1183,2024-04-09,P01,South,8,220
1184,2024-09-18,P02,North,1,139
1185,2024-09-01,P01,West,9,196
1186,2024-03-16,P02,South,2,149
1187,2024-06-09,P02,South,5,156
1188,2024-03-03,P03,East,10,285
1189,2024-01-15,P03,East,5,294
1190,2024-05-28,P01,South,8,204
1191,2024-03-05,P03,North,2,318
1192,2024-05-05,P02,East,6,141
1193,2024-10-15,P03,West,2,320
1194,2024-03-28,P02,North,4,150
1195,2024-02-14,P01,South,3,203
1196,2024-01-13,P02,South,9,132
1197,2024-02-14,P02,East,5,168
1198,2024-08-19,P03,East,8,288
1199,2024-09-04,P03,West,8,319
1200,2024-02-14,P01,East,4,198
1201,2024-10-03,P02,North,1,157
1202,2024-06-26,P03,South,10,290
1203,2024-02-19,P03,North,3,293
1204,2024-05-20,P02,East,6,137
1205,2024-11-03,P01,West,3,220
1206,2024-05-10,P02,South,7,150
1207,2024-03-28,P02,North,9,157
1208,2024-01-16,P01,East,3,204
1209,2024-02-26,P03,North,8,299
1210,2024-05-22,P02,East,2,152
1211,2024-01-13,P01,West,4,201
1212,2024-11-05,P01,East,8,219
1213,2024-06-12,P02,West,9,145
1214,2024-10-06,P02,South,9,131
1215,2024-11-07,P02,East,4,144
1216,2024-04-05,P02,South,9,149
1217,2024-12-03,P03,North,8,289
1218,2024-08-24,P01,West,3,192
1219,2024-03-25,P03,South,5,306
1220,2024-09-03,P02,West,7,158
1221,2024-07-18,P02,South,2,161
1222,2024-07-03,P02,South,1,149
1223,2024-02-02,P02,West,6,142
1224,2024-09-09,P01,West,7,189
1225,2024-05-24,P03,West,6,280
1226,2024-09-25,P03,East,2,301
1227,2024-05-22,P03,South,1,319
1228,2024-10-16,P01,South,4,202
1229,2024-05-04,P01,South,8,196
1230,2024-05-22,P02,South,4,162
1231,2024-05-28,P03,West,3,311
1232,2024-11-13,P02,West,7,163
1233,2024-12-13,P03,South,6,287
1234,2024-07-20,P01,North,6,180
1235,2024-11-11,P02,North,10,140
1236,2024-03-26,P01,West,2,212
1237,2024-04-25,P02,South,8,141
1238,2024-08-06,P02,East,5,138
1239,2024-01-16,P03,West,9,295
1240,2024-04-21,P03,South,8,280
1241,2024-09-11,P02,East,4,149
1242,2024-03-15,P01,West,2,191
1243,2024-11-17,P02,West,5,153
1244,2024-03-27,P02,South,1,136
1245,2024-12-08,P03,East,10,317
1246,2024-02-25,P02,East,4,135
1247,2024-11-13,P02,West,2,150
1248,2024-04-04,P02,North,7,164
1249,2024-07-20,P01,South,3,187
1250,2024-02-16,P03,South,4,281
1251,2024-04-14,P03,East,5,291
1252,2024-06-23,P03,North,7,281
1253,2024-03-19,P01,East,7,197
1254,2024-10-14,P02,South,3,151
1255,2024-04-25,P02,West,10,135
1256,2024-04-11,P02,West,10,169
1257,2024-09-01,P02,East,4,142
1258,2024-06-27,P01,South,2,202
1259,2024-11-10,P02,West,7,138
1260,2024-06-02,P03,South,2,296
1261,2024-09-06,P02,South,1,148
1262,2024-09-07,P02,West,9,130
1263,2024-01-17,P01,South,7,214
1264,2024-01-09,P03,East,9,318
1265,2024-08-25,P01,South,6,211
1266,2024-03-06,P01,East,9,182
1267,2024-10-22,P01,North,6,182
1268,2024-04-04,P02,South,10,131
1269,2024-10-06,P01,East,7,192
1270,2024-05-19,P01,North,1,184
1271,2024-02-16,P02,North,1,156
1272,2024-12-16,P02,South,9,139
1273,2024-07-18,P03,South,7,318
1274,2024-11-08,P01,South,4,206
1275,2024-01-10,P03,East,10,288
1276,2024-02-14,P01,North,9,202
1277,2024-06-11,P02,South,3,170
1278,2024-03-15,P02,South,1,141
1279,2024-09-13,P03,East,6,317
1280,2024-12-14,P01,North,5,204
1281,2024-10-04,P02,North,7,159
1282,2024-10-03,P03,South,1,280
1283,2024-11-15,P03,South,7,317
1284,2024-12-14,P02,East,9,146
1285,2024-07-24,P01,South,7,217
1286,2024-07-19,P01,North,8,201
1287,2024-01-22,P02,North,7,157
1288,2024-11-19,P03,North,1,314
1289,2024-04-02,P01,South,10,204
1290,2024-07-23,P01,East,4,191
1291,2024-03-10,P02,East,3,146
1292,2024-01-20,P02,North,10,170
1293,2024-06-08,P03,West,2,310
1294,2024-07-23,P02,South,9,150
1295,2024-11-17,P03,East,5,305
1296,2024-06-12,P03,East,2,307
1297,2024-03-14,P02,West,7,140
1298,2024-07-25,P02,West,3,131
1299,2024-01-27,P02,West,8,138
